restaurant_id,name,category,price_tier,neighborhood,opening_time,closing_time,average_rating,good_for_kids
739,The Coffee House,Italian,cheap,Bronx,12:00,19:00,3,true
740,Wok n Roll,Korean,expensive,Greenwich Village,12:00,20:00,1,false
741,Pasta Paradise,Indian,cheap,Bronx,11:30,19:00,1,false
742,Green Leaf Salad Bar,Italian,expensive,Greenwich Village,9:30,20:00,4,true
743,The Coffee House,Chinese,cheap,Greenwich Village,10:30,18:00,3,true
744,Pizza Palace,Italian,medium,Williamsburg,12:00,17:00,4,false
745,The Breakfast Nook,Indian,cheap,Staten Island,12:00,21:00,2,false
746,Ocean Breeze Seafood,Chinese,cheap,Park Slope,11:30,21:00,1,true
747,Pasta Paradise,Japanese,expensive,Manhattan,9:00,21:00,1,false
748,Smokehouse BBQ,Chinese,cheap,Queens,11:00,21:00,5,false
749,Green Leaf Salad Bar,Chinese,cheap,Park Slope,11:00,18:00,5,false
750,Ocean Breeze Seafood,Italian,medium,Harlem,9:00,17:00,1,true
751,The Spice Route,Chinese,expensive,Brooklyn,11:30,16:00,5,true
752,Burger Haven,Mediterranean,cheap,Queens,10:30,17:00,4,true
753,Burger Haven,Japanese,expensive,Harlem,11:30,20:00,5,true
754,Pizza Palace,Chinese,medium,Williamsburg,9:00,18:00,3,false
755,Pasta Paradise,Mexican,cheap,Staten Island,10:00,16:00,4,false
756,The Coffee House,Korean,medium,Greenwich Village,10:00,17:00,4,true
757,Cafe Luna,Japanese,expensive,Brooklyn,12:00,21:00,5,false
758,Taco Town,Korean,expensive,Staten Island,9:30,20:00,4,false
759,Wok n Roll,Mediterranean,expensive,Manhattan,9:30,19:00,2,false
760,Smokehouse BBQ,Japanese,cheap,Bronx,11:00,20:00,2,true
761,Cafe Luna,Mexican,expensive,Bronx,11:30,21:00,1,true
762,Pasta Paradise,Mediterranean,expensive,Manhattan,11:00,20:00,4,false
763,The Spice Route,Indian,expensive,Williamsburg,11:00,17:00,1,false
764,Taco Town,Japanese,medium,Staten Island,10:30,18:00,3,false
765,Wok n Roll,Italian,medium,Brooklyn,9:30,16:00,2,true
766,Wok n Roll,Chinese,cheap,Bronx,11:00,18:00,3,false
767,Taste of India,Indian,expensive,Greenwich Village,10:30,19:00,1,false
768,Ocean Breeze Seafood,Indian,expensive,Harlem,9:00,16:00,3,true
769,Pizza Palace,Mexican,expensive,Astoria,11:00,21:00,3,true
770,The Coffee House,Korean,cheap,Queens,11:30,17:00,4,false
771,Ocean Breeze Seafood,Chinese,medium,Harlem,10:30,20:00,5,true
772,Green Leaf Salad Bar,Indian,expensive,Bronx,11:30,17:00,5,false
773,Ocean Breeze Seafood,Mexican,expensive,Williamsburg,10:30,21:00,1,false
774,Mama Mia's Pizzeria,Mediterranean,cheap,Brooklyn,9:00,19:00,5,false
775,Sushi Samurai,Mexican,expensive,Staten Island,10:00,17:00,5,false
776,Cafe Luna,Indian,medium,Harlem,10:00,21:00,5,false
777,Burger Haven,Indian,medium,Harlem,10:00,19:00,3,false
778,Green Leaf Salad Bar,Indian,cheap,Harlem,11:00,17:00,2,false
779,The Coffee House,Italian,cheap,Harlem,11:00,19:00,5,false
780,Mama Mia's Pizzeria,Mediterranean,expensive,Harlem,10:00,19:00,1,true
781,Taste of India,Chinese,expensive,Brooklyn,12:00,20:00,4,false
782,Sizzle Grill,Italian,medium,Manhattan,10:00,17:00,1,true
783,Pasta Paradise,Chinese,expensive,Williamsburg,11:30,17:00,5,true
784,Sizzle Grill,Italian,medium,Bronx,10:30,20:00,3,true
785,Burger Haven,Mediterranean,medium,Manhattan,11:30,20:00,4,true
786,Sushi Samurai,Mediterranean,expensive,Astoria,10:30,19:00,4,false
787,The Breakfast Nook,Korean,cheap,Williamsburg,9:00,20:00,4,true
788,Smokehouse BBQ,Mexican,cheap,Staten Island,10:00,17:00,1,false
789,Pasta Paradise,Korean,expensive,Astoria,12:00,18:00,5,false
790,Burger Haven,Italian,cheap,Queens,9:00,21:00,5,true
791,The Cheesecake Factory,Indian,expensive,Staten Island,12:00,17:00,2,true
792,Pizza Palace,Mexican,medium,Bronx,9:30,17:00,1,true
793,Mama Mia's Pizzeria,Korean,medium,Staten Island,9:30,16:00,1,false
794,Green Leaf Salad Bar,Japanese,expensive,Queens,9:30,19:00,4,true
795,The Hungry Owl,Indian,cheap,Astoria,11:00,20:00,1,true
796,Pasta Paradise,Japanese,cheap,Brooklyn,11:30,21:00,1,false
797,Sizzle Grill,Indian,cheap,Staten Island,10:00,16:00,1,true
798,Mama Mia's Pizzeria,Mediterranean,cheap,Harlem,11:00,17:00,1,true
799,Deli Delight,Chinese,cheap,Park Slope,9:00,21:00,4,false
800,Sweet Treats Bakery,Indian,cheap,Greenwich Village,9:00,18:00,1,false
801,The Breakfast Nook,Mexican,expensive,Bronx,12:00,19:00,4,false
802,Sweet Treats Bakery,Italian,expensive,Queens,10:30,18:00,1,false
803,Sushi Samurai,Indian,cheap,Queens,12:00,17:00,4,false
804,Mama Mia's Pizzeria,Indian,medium,Astoria,11:00,21:00,1,false
805,The Spice Route,Chinese,medium,Williamsburg,10:00,18:00,3,true
806,Sushi Samurai,Japanese,cheap,Queens,10:30,18:00,4,false
807,Wok n Roll,Chinese,medium,Astoria,9:00,18:00,2,true
808,Mama Mia's Pizzeria,Korean,medium,Staten Island,11:00,16:00,3,false
809,Green Leaf Salad Bar,Japanese,medium,Staten Island,9:00,19:00,4,true
810,Cafe Luna,Mexican,cheap,Astoria,12:00,16:00,3,true
811,The Spice Route,Indian,medium,Staten Island,11:30,19:00,5,true
812,Burger Haven,Chinese,medium,Brooklyn,11:30,16:00,4,false
813,The Cheesecake Factory,Italian,medium,Queens,10:00,19:00,1,true
814,Green Leaf Salad Bar,Mediterranean,medium,Park Slope,9:00,19:00,2,false
815,Mama Mia's Pizzeria,Indian,expensive,Bronx,12:00,19:00,1,false
816,Taste of India,Mediterranean,cheap,Harlem,11:30,19:00,4,false
817,Ocean Breeze Seafood,Indian,expensive,Manhattan,11:30,16:00,1,false
818,The Spice Route,Italian,cheap,Manhattan,9:00,17:00,2,true
819,Green Leaf Salad Bar,Japanese,expensive,Staten Island,11:30,18:00,3,true
820,Smokehouse BBQ,Mediterranean,expensive,Bronx,11:30,17:00,2,false
821,The Breakfast Nook,Mexican,expensive,Astoria,11:30,17:00,1,false
822,Taco Town,Mexican,cheap,Astoria,10:30,21:00,1,true
823,The Coffee House,Korean,cheap,Staten Island,11:30,18:00,2,false
824,Burger Haven,Chinese,medium,Queens,10:30,17:00,2,false
825,Pasta Paradise,Japanese,cheap,Manhattan,11:00,21:00,4,false
826,Green Leaf Salad Bar,Korean,medium,Staten Island,12:00,18:00,1,true
827,The Cheesecake Factory,Japanese,medium,Astoria,9:30,21:00,5,false
828,Sweet Treats Bakery,Japanese,medium,Greenwich Village,9:30,16:00,3,true
829,The Cheesecake Factory,Mediterranean,expensive,Manhattan,10:30,17:00,3,true
830,Deli Delight,Chinese,cheap,Astoria,10:30,20:00,3,true
831,Deli Delight,Mexican,medium,Astoria,10:00,19:00,5,true
832,The Hungry Owl,Korean,cheap,Harlem,11:30,18:00,2,false
833,Sushi Samurai,Italian,cheap,Bronx,12:00,20:00,1,true
834,Pizza Palace,Japanese,medium,Staten Island,11:00,20:00,3,false
835,Cafe Luna,Mediterranean,cheap,Park Slope,11:00,18:00,3,true
836,The Hungry Owl,Korean,expensive,Staten Island,11:00,21:00,5,true
837,The Hungry Owl,Japanese,expensive,Brooklyn,11:30,18:00,2,false
838,The Coffee House,Mexican,medium,Greenwich Village,11:30,19:00,3,false
839,Pasta Paradise,Japanese,medium,Greenwich Village,10:30,17:00,2,true
840,Taco Town,Korean,cheap,Williamsburg,9:30,17:00,2,false
841,Sizzle Grill,Chinese,expensive,Bronx,11:30,18:00,3,false
842,Burger Haven,Mediterranean,expensive,Bronx,12:00,18:00,3,true
843,Sushi Samurai,Indian,expensive,Bronx,12:00,19:00,1,true
844,Ocean Breeze Seafood,Indian,expensive,Harlem,12:00,19:00,3,false
845,Burger Haven,Japanese,medium,Williamsburg,10:00,18:00,2,false
846,Mama Mia's Pizzeria,Mexican,cheap,Manhattan,9:30,19:00,5,true
847,The Cheesecake Factory,Indian,expensive,Queens,10:00,18:00,2,true
848,Burger Haven,Mexican,medium,Staten Island,9:00,18:00,5,true
849,Sizzle Grill,Mexican,cheap,Harlem,11:30,20:00,3,false
850,Burger Haven,Mexican,expensive,Greenwich Village,10:30,19:00,5,true
851,Ocean Breeze Seafood,Japanese,cheap,Queens,11:30,18:00,3,true
852,Pasta Paradise,Mediterranean,medium,Staten Island,10:30,21:00,1,true
853,Sizzle Grill,Japanese,cheap,Manhattan,10:30,18:00,2,false
854,Pizza Palace,Korean,expensive,Williamsburg,10:30,16:00,3,false
855,Sushi Samurai,Korean,expensive,Williamsburg,10:00,17:00,5,true
856,Cafe Luna,Indian,medium,Park Slope,11:30,18:00,3,false
857,Taste of India,Japanese,medium,Queens,11:00,21:00,4,true
858,Sushi Samurai,Chinese,expensive,Astoria,11:30,19:00,1,false
859,The Spice Route,Chinese,expensive,Queens,10:30,16:00,5,true
860,The Coffee House,Mexican,cheap,Park Slope,11:00,19:00,2,false
861,Cafe Luna,Korean,expensive,Bronx,12:00,17:00,1,false
862,The Breakfast Nook,Korean,expensive,Staten Island,9:30,16:00,2,false
863,The Cheesecake Factory,Italian,medium,Staten Island,9:00,17:00,2,false
864,Sushi Samurai,Chinese,medium,Harlem,10:30,18:00,5,true
865,Mama Mia's Pizzeria,Chinese,medium,Astoria,10:30,20:00,5,true
866,The Breakfast Nook,Korean,medium,Williamsburg,11:00,21:00,1,false
867,The Spice Route,Indian,medium,Staten Island,11:00,18:00,2,true
868,Burger Haven,Korean,cheap,Greenwich Village,9:30,21:00,3,true
869,Smokehouse BBQ,Japanese,expensive,Williamsburg,10:30,17:00,3,true
870,Deli Delight,Korean,cheap,Astoria,11:30,16:00,1,false
871,Sushi Samurai,Korean,cheap,Greenwich Village,11:30,16:00,3,false
872,Green Leaf Salad Bar,Mediterranean,medium,Queens,11:30,16:00,2,true
873,Deli Delight,Korean,medium,Brooklyn,11:00,17:00,3,true
874,Wok n Roll,Indian,medium,Greenwich Village,11:00,21:00,5,true
875,The Cheesecake Factory,Italian,cheap,Brooklyn,10:30,21:00,5,true
876,Sizzle Grill,Italian,medium,Astoria,12:00,19:00,1,true
877,Deli Delight,Korean,cheap,Bronx,11:00,21:00,2,true
878,Deli Delight,Chinese,medium,Williamsburg,11:00,21:00,3,true
879,Taco Town,Korean,expensive,Park Slope,10:30,19:00,1,true
880,Wok n Roll,Mexican,expensive,Staten Island,9:30,18:00,1,true
881,The Spice Route,Korean,cheap,Bronx,9:00,19:00,2,false
882,Taste of India,Italian,medium,Williamsburg,9:00,19:00,3,false
883,The Hungry Owl,Indian,medium,Astoria,11:30,17:00,2,false
884,Taco Town,Korean,expensive,Brooklyn,9:30,20:00,4,false
885,Taco Town,Mexican,cheap,Williamsburg,12:00,21:00,3,true
886,Burger Haven,Indian,medium,Williamsburg,9:30,16:00,1,true
887,Sweet Treats Bakery,Italian,cheap,Park Slope,11:00,18:00,1,true
888,Cafe Luna,Italian,medium,Williamsburg,9:00,19:00,3,false
889,Sweet Treats Bakery,Mediterranean,medium,Queens,11:00,20:00,3,true
890,The Hungry Owl,Mexican,medium,Harlem,12:00,18:00,1,true
891,Cafe Luna,Mediterranean,cheap,Queens,9:30,21:00,4,false
892,Taste of India,Korean,medium,Park Slope,9:30,21:00,4,true
893,Pizza Palace,Japanese,cheap,Staten Island,10:30,16:00,5,false
894,Pizza Palace,Mexican,cheap,Manhattan,12:00,18:00,3,true
895,Wok n Roll,Italian,medium,Staten Island,10:00,20:00,4,true
896,Smokehouse BBQ,Korean,cheap,Astoria,12:00,21:00,4,true
897,Taco Town,Mexican,medium,Williamsburg,10:30,21:00,5,true
898,Green Leaf Salad Bar,Mediterranean,medium,Harlem,9:00,19:00,3,false
899,The Cheesecake Factory,Mexican,medium,Park Slope,10:30,16:00,1,false
900,Green Leaf Salad Bar,Chinese,medium,Queens,10:30,21:00,5,false
901,The Breakfast Nook,Mediterranean,expensive,Astoria,9:00,20:00,4,false
902,Taco Town,Chinese,medium,Astoria,9:30,20:00,3,true
903,Sizzle Grill,Mediterranean,expensive,Bronx,10:30,18:00,1,true
904,Sushi Samurai,Italian,medium,Brooklyn,12:00,16:00,4,true
905,Taste of India,Indian,expensive,Williamsburg,12:00,19:00,1,true
906,The Cheesecake Factory,Indian,expensive,Park Slope,9:30,17:00,3,true
907,The Spice Route,Japanese,cheap,Queens,11:00,18:00,5,true
908,Pasta Paradise,Italian,cheap,Queens,12:00,18:00,4,true
909,The Breakfast Nook,Mediterranean,medium,Staten Island,10:00,16:00,5,false
910,Green Leaf Salad Bar,Mexican,medium,Brooklyn,11:30,17:00,3,false
911,Burger Haven,Korean,expensive,Queens,11:00,16:00,2,true
912,Smokehouse BBQ,Mediterranean,expensive,Queens,9:30,20:00,3,false
913,Taste of India,Japanese,cheap,Park Slope,11:30,18:00,3,true
914,Taste of India,Mexican,cheap,Staten Island,10:00,20:00,3,false
915,The Hungry Owl,Japanese,medium,Williamsburg,9:00,21:00,2,true
916,Sizzle Grill,Mexican,expensive,Queens,10:00,21:00,1,false
917,Burger Haven,Italian,medium,Bronx,10:00,20:00,4,true
918,Pizza Palace,Mexican,expensive,Park Slope,10:30,17:00,4,true
919,The Coffee House,Korean,medium,Harlem,9:30,20:00,2,true
920,Mama Mia's Pizzeria,Chinese,expensive,Bronx,11:00,21:00,3,false
921,Taco Town,Japanese,expensive,Harlem,10:00,19:00,3,false
922,The Coffee House,Italian,medium,Queens,11:00,17:00,5,true
923,Green Leaf Salad Bar,Mediterranean,medium,Queens,12:00,21:00,2,false
924,Ocean Breeze Seafood,Mediterranean,expensive,Astoria,10:00,18:00,5,false
925,The Hungry Owl,Chinese,medium,Greenwich Village,11:30,17:00,4,true
926,Deli Delight,Japanese,cheap,Greenwich Village,12:00,18:00,1,true
927,Smokehouse BBQ,Italian,cheap,Harlem,12:00,21:00,5,true
928,Pasta Paradise,Japanese,expensive,Manhattan,10:30,21:00,2,true
929,Pasta Paradise,Korean,expensive,Astoria,11:00,20:00,3,true
930,The Spice Route,Italian,medium,Manhattan,10:00,19:00,4,true
931,Green Leaf Salad Bar,Korean,expensive,Park Slope,11:00,16:00,2,true
932,Ocean Breeze Seafood,Japanese,expensive,Williamsburg,9:00,21:00,1,true
933,Smokehouse BBQ,Japanese,medium,Greenwich Village,10:00,21:00,1,true
934,Pasta Paradise,Indian,expensive,Williamsburg,9:30,20:00,2,false
935,The Hungry Owl,Korean,cheap,Staten Island,9:00,21:00,3,true
936,Burger Haven,Italian,medium,Brooklyn,11:00,18:00,4,true
937,Ocean Breeze Seafood,Mexican,medium,Park Slope,10:30,18:00,1,true
938,Sushi Samurai,Indian,medium,Park Slope,12:00,17:00,3,true
939,Wok n Roll,Mediterranean,cheap,Greenwich Village,10:30,18:00,4,true
940,Mama Mia's Pizzeria,Mediterranean,expensive,Manhattan,10:00,20:00,4,false
941,Wok n Roll,Italian,cheap,Manhattan,11:30,21:00,5,true
942,Deli Delight,Japanese,medium,Brooklyn,10:30,16:00,1,true
943,Smokehouse BBQ,Indian,cheap,Park Slope,12:00,18:00,2,false
944,The Breakfast Nook,Italian,medium,Williamsburg,9:30,18:00,4,false
945,Taste of India,Indian,medium,Manhattan,9:00,18:00,5,true
946,Cafe Luna,Korean,medium,Harlem,10:00,18:00,5,false
947,Cafe Luna,Korean,medium,Harlem,11:00,16:00,4,false
948,Burger Haven,Chinese,cheap,Harlem,11:30,17:00,5,false
949,Sizzle Grill,Italian,expensive,Astoria,10:30,20:00,3,false
950,Pasta Paradise,Italian,cheap,Harlem,11:00,20:00,5,true
951,The Cheesecake Factory,Chinese,expensive,Queens,10:00,18:00,2,true
952,Deli Delight,Italian,expensive,Williamsburg,11:00,16:00,3,true
953,Pasta Paradise,Indian,medium,Williamsburg,11:30,19:00,1,true
954,Burger Haven,Chinese,cheap,Park Slope,11:00,16:00,5,true
955,Sushi Samurai,Chinese,medium,Bronx,11:30,17:00,1,true
956,The Hungry Owl,Korean,medium,Greenwich Village,11:00,20:00,2,false
957,Green Leaf Salad Bar,Italian,expensive,Astoria,9:00,21:00,3,false
958,Ocean Breeze Seafood,Indian,medium,Astoria,9:30,20:00,1,false
959,Taste of India,Japanese,expensive,Greenwich Village,9:30,19:00,2,false
960,The Breakfast Nook,Indian,medium,Queens,11:00,18:00,1,false
961,The Breakfast Nook,Indian,cheap,Park Slope,11:30,20:00,2,true
962,Ocean Breeze Seafood,Mediterranean,medium,Williamsburg,11:30,16:00,5,false
963,Sweet Treats Bakery,Mediterranean,cheap,Manhattan,11:00,20:00,1,false
964,The Spice Route,Indian,cheap,Williamsburg,9:30,16:00,5,true
965,The Hungry Owl,Japanese,cheap,Williamsburg,9:30,16:00,1,true
966,Mama Mia's Pizzeria,Italian,expensive,Park Slope,9:30,19:00,4,false
967,The Hungry Owl,Italian,cheap,Greenwich Village,11:00,21:00,4,true
968,Sushi Samurai,Korean,medium,Staten Island,12:00,17:00,1,false
969,The Hungry Owl,Mediterranean,medium,Astoria,10:30,16:00,4,true
970,The Cheesecake Factory,Mediterranean,medium,Astoria,10:30,21:00,5,true
971,Mama Mia's Pizzeria,Japanese,cheap,Brooklyn,9:30,17:00,4,true
972,Cafe Luna,Mediterranean,expensive,Williamsburg,9:30,18:00,4,true
973,Taste of India,Korean,expensive,Park Slope,11:30,18:00,2,false
974,Taco Town,Italian,cheap,Harlem,9:30,21:00,2,false
975,Sweet Treats Bakery,Mexican,cheap,Manhattan,12:00,17:00,3,true
976,Smokehouse BBQ,Mediterranean,expensive,Williamsburg,10:30,19:00,4,false
977,Taco Town,Japanese,cheap,Astoria,9:00,21:00,4,true
978,Burger Haven,Japanese,cheap,Harlem,10:30,21:00,5,false
979,Sushi Samurai,Japanese,cheap,Brooklyn,10:00,19:00,4,false
980,The Coffee House,Japanese,cheap,Williamsburg,9:00,17:00,4,false
981,Wok n Roll,Italian,medium,Astoria,9:30,17:00,4,true
982,The Breakfast Nook,Indian,cheap,Harlem,9:00,19:00,3,true
983,Wok n Roll,Mexican,cheap,Harlem,9:00,21:00,2,false
984,Green Leaf Salad Bar,Mediterranean,expensive,Staten Island,10:30,18:00,2,true
985,The Cheesecake Factory,Japanese,medium,Brooklyn,9:30,18:00,4,false
986,The Cheesecake Factory,Mexican,medium,Staten Island,9:30,20:00,3,true
987,The Hungry Owl,Mediterranean,medium,Manhattan,10:30,18:00,4,true
988,Pasta Paradise,Italian,cheap,Williamsburg,10:30,21:00,2,false
989,Pasta Paradise,Mexican,cheap,Park Slope,10:30,20:00,4,false
990,The Hungry Owl,Mexican,expensive,Manhattan,11:30,17:00,1,false
991,Smokehouse BBQ,Italian,cheap,Queens,11:30,16:00,2,true
992,Mama Mia's Pizzeria,Italian,medium,Astoria,11:00,16:00,1,true
993,Green Leaf Salad Bar,Chinese,cheap,Manhattan,10:30,19:00,3,true
994,Ocean Breeze Seafood,Mediterranean,cheap,Greenwich Village,10:00,20:00,2,true
995,Smokehouse BBQ,Mexican,cheap,Bronx,10:30,18:00,4,false
996,Green Leaf Salad Bar,Chinese,expensive,Staten Island,9:30,18:00,3,false
997,The Hungry Owl,Italian,cheap,Greenwich Village,12:00,20:00,5,false
998,Pizza Palace,Chinese,medium,Bronx,12:00,19:00,3,true
999,The Cheesecake Factory,Mexican,medium,Harlem,12:00,21:00,2,false
1000,Cafe Luna,Korean,medium,Williamsburg,10:00,20:00,2,false
